SSE,SZSE,INTERBANK_BM,HKEX,NASDAQ,NYSE
2008/5/15,2008/5/15,2008/4/30,2008/5/7,2008/4/25,2008/4/25
2008/5/16,2008/5/16,2008/5/4,2008/5/8,2008/4/28,2008/4/28
2008/5/19,2008/5/19,2008/5/5,2008/5/9,2008/4/29,2008/4/29
2008/5/20,2008/5/20,2008/5/6,2008/5/13,2008/4/30,2008/4/30
2008/5/21,2008/5/21,2008/5/7,2008/5/14,2008/5/1,2008/5/1
2008/5/22,2008/5/22,2008/5/8,2008/5/15,2008/5/2,2008/5/2
2008/5/23,2008/5/23,2008/5/9,2008/5/16,2008/5/5,2008/5/5
2008/5/26,2008/5/26,2008/5/12,2008/5/19,2008/5/6,2008/5/6
2008/5/27,2008/5/27,2008/5/13,2008/5/20,2008/5/7,2008/5/7
2008/5/28,2008/5/28,2008/5/14,2008/5/21,2008/5/8,2008/5/8
2008/5/29,2008/5/29,2008/5/15,2008/5/22,2008/5/9,2008/5/9
2008/5/30,2008/5/30,2008/5/16,2008/5/23,2008/5/12,2008/5/12
2008/6/2,2008/6/2,2008/5/19,2008/5/26,2008/5/13,2008/5/13
2008/6/3,2008/6/3,2008/5/20,2008/5/27,2008/5/14,2008/5/14
2008/6/4,2008/6/4,2008/5/21,2008/5/28,2008/5/15,2008/5/15
2008/6/5,2008/6/5,2008/5/22,2008/5/29,2008/5/16,2008/5/16
2008/6/6,2008/6/6,2008/5/23,2008/5/30,2008/5/19,2008/5/19
2008/6/10,2008/6/10,2008/5/26,2008/6/2,2008/5/20,2008/5/20
2008/6/11,2008/6/11,2008/5/27,2008/6/3,2008/5/21,2008/5/21
2008/6/12,2008/6/12,2008/5/28,2008/6/4,2008/5/22,2008/5/22
2008/6/13,2008/6/13,2008/5/29,2008/6/5,2008/5/23,2008/5/23
2008/6/16,2008/6/16,2008/5/30,2008/6/6,2008/5/27,2008/5/27
2008/6/17,2008/6/17,2008/6/2,2008/6/10,2008/5/28,2008/5/28
2008/6/18,2008/6/18,2008/6/3,2008/6/11,2008/5/29,2008/5/29
2008/6/19,2008/6/19,2008/6/4,2008/6/12,2008/5/30,2008/5/30
2008/6/20,2008/6/20,2008/6/5,2008/6/13,2008/6/2,2008/6/2
2008/6/23,2008/6/23,2008/6/6,2008/6/16,2008/6/3,2008/6/3
2008/6/24,2008/6/24,2008/6/10,2008/6/17,2008/6/4,2008/6/4
2008/6/25,2008/6/25,2008/6/11,2008/6/18,2008/6/5,2008/6/5
2008/6/26,2008/6/26,2008/6/12,2008/6/19,2008/6/6,2008/6/6
2008/6/27,2008/6/27,2008/6/13,2008/6/20,2008/6/9,2008/6/9
2008/6/30,2008/6/30,2008/6/16,2008/6/23,2008/6/10,2008/6/10
2008/7/1,2008/7/1,2008/6/17,2008/6/24,2008/6/11,2008/6/11
2008/7/2,2008/7/2,2008/6/18,2008/6/25,2008/6/12,2008/6/12
2008/7/3,2008/7/3,2008/6/19,2008/6/26,2008/6/13,2008/6/13
2008/7/4,2008/7/4,2008/6/20,2008/6/27,2008/6/16,2008/6/16
2008/7/7,2008/7/7,2008/6/23,2008/6/30,2008/6/17,2008/6/17
2008/7/8,2008/7/8,2008/6/24,2008/7/2,2008/6/18,2008/6/18
2008/7/9,2008/7/9,2008/6/25,2008/7/3,2008/6/19,2008/6/19
2008/7/10,2008/7/10,2008/6/26,2008/7/4,2008/6/20,2008/6/20
2008/7/11,2008/7/11,2008/6/27,2008/7/7,2008/6/23,2008/6/23
2008/7/14,2008/7/14,2008/6/30,2008/7/8,2008/6/24,2008/6/24
2008/7/15,2008/7/15,2008/7/1,2008/7/9,2008/6/25,2008/6/25
2008/7/16,2008/7/16,2008/7/2,2008/7/10,2008/6/26,2008/6/26
2008/7/17,2008/7/17,2008/7/3,2008/7/11,2008/6/27,2008/6/27
2008/7/18,2008/7/18,2008/7/4,2008/7/14,2008/6/30,2008/6/30
2008/7/21,2008/7/21,2008/7/7,2008/7/15,2008/7/1,2008/7/1
2008/7/22,2008/7/22,2008/7/8,2008/7/16,2008/7/2,2008/7/2
2008/7/23,2008/7/23,2008/7/9,2008/7/17,2008/7/3,2008/7/3
2008/7/24,2008/7/24,2008/7/10,2008/7/18,2008/7/7,2008/7/7
2008/7/25,2008/7/25,2008/7/11,2008/7/21,2008/7/8,2008/7/8
2008/7/28,2008/7/28,2008/7/14,2008/7/22,2008/7/9,2008/7/9
2008/7/29,2008/7/29,2008/7/15,2008/7/23,2008/7/10,2008/7/10
2008/7/30,2008/7/30,2008/7/16,2008/7/24,2008/7/11,2008/7/11
2008/7/31,2008/7/31,2008/7/17,2008/7/25,2008/7/14,2008/7/14
2008/8/1,2008/8/1,2008/7/18,2008/7/28,2008/7/15,2008/7/15
2008/8/4,2008/8/4,2008/7/21,2008/7/29,2008/7/16,2008/7/16
2008/8/5,2008/8/5,2008/7/22,2008/7/30,2008/7/17,2008/7/17
2008/8/6,2008/8/6,2008/7/23,2008/7/31,2008/7/18,2008/7/18
2008/8/7,2008/8/7,2008/7/24,2008/8/1,2008/7/21,2008/7/21
2008/8/8,2008/8/8,2008/7/25,2008/8/4,2008/7/22,2008/7/22
2008/8/11,2008/8/11,2008/7/28,2008/8/5,2008/7/23,2008/7/23
2008/8/12,2008/8/12,2008/7/29,2008/8/7,2008/7/24,2008/7/24
2008/8/13,2008/8/13,2008/7/30,2008/8/8,2008/7/25,2008/7/25
2008/8/14,2008/8/14,2008/7/31,2008/8/11,2008/7/28,2008/7/28
2008/8/15,2008/8/15,2008/8/1,2008/8/12,2008/7/29,2008/7/29
2008/8/18,2008/8/18,2008/8/4,2008/8/13,2008/7/30,2008/7/30
2008/8/19,2008/8/19,2008/8/5,2008/8/14,2008/7/31,2008/7/31
2008/8/20,2008/8/20,2008/8/6,2008/8/15,2008/8/1,2008/8/1
2008/8/21,2008/8/21,2008/8/7,2008/8/18,2008/8/4,2008/8/4
2008/8/22,2008/8/22,2008/8/8,2008/8/19,2008/8/5,2008/8/5
2008/8/25,2008/8/25,2008/8/11,2008/8/20,2008/8/6,2008/8/6
2008/8/26,2008/8/26,2008/8/12,2008/8/21,2008/8/7,2008/8/7
2008/8/27,2008/8/27,2008/8/13,2008/8/25,2008/8/8,2008/8/8
2008/8/28,2008/8/28,2008/8/14,2008/8/26,2008/8/11,2008/8/11
2008/8/29,2008/8/29,2008/8/15,2008/8/27,2008/8/12,2008/8/12
2008/9/1,2008/9/1,2008/8/18,2008/8/28,2008/8/13,2008/8/13
2008/9/2,2008/9/2,2008/8/19,2008/8/29,2008/8/14,2008/8/14
2008/9/3,2008/9/3,2008/8/20,2008/9/1,2008/8/15,2008/8/15
2008/9/4,2008/9/4,2008/8/21,2008/9/2,2008/8/18,2008/8/18
2008/9/5,2008/9/5,2008/8/22,2008/9/3,2008/8/19,2008/8/19
2008/9/8,2008/9/8,2008/8/25,2008/9/4,2008/8/20,2008/8/20
2008/9/9,2008/9/9,2008/8/26,2008/9/5,2008/8/21,2008/8/21
2008/9/10,2008/9/10,2008/8/27,2008/9/8,2008/8/22,2008/8/22
2008/9/11,2008/9/11,2008/8/28,2008/9/9,2008/8/25,2008/8/25
2008/9/12,2008/9/12,2008/8/29,2008/9/10,2008/8/26,2008/8/26
2008/9/16,2008/9/16,2008/9/1,2008/9/11,2008/8/27,2008/8/27
2008/9/17,2008/9/17,2008/9/2,2008/9/12,2008/8/28,2008/8/28
2008/9/18,2008/9/18,2008/9/3,2008/9/16,2008/8/29,2008/8/29
2008/9/19,2008/9/19,2008/9/4,2008/9/17,2008/9/2,2008/9/2
2008/9/22,2008/9/22,2008/9/5,2008/9/18,2008/9/3,2008/9/3
2008/9/23,2008/9/23,2008/9/8,2008/9/19,2008/9/4,2008/9/4
2008/9/24,2008/9/24,2008/9/9,2008/9/22,2008/9/5,2008/9/5
2008/9/25,2008/9/25,2008/9/10,2008/9/23,2008/9/8,2008/9/8
2008/9/26,2008/9/26,2008/9/11,2008/9/24,2008/9/9,2008/9/9
2008/10/6,2008/10/6,2008/9/12,2008/9/25,2008/9/10,2008/9/10
2008/10/7,2008/10/7,2008/9/16,2008/9/26,2008/9/11,2008/9/11
2008/10/8,2008/10/8,2008/9/17,2008/9/29,2008/9/12,2008/9/12
2008/10/9,2008/10/9,2008/9/18,2008/9/30,2008/9/15,2008/9/15
2008/10/10,2008/10/10,2008/9/19,2008/10/2,2008/9/16,2008/9/16
2008/10/13,2008/10/13,2008/9/22,2008/10/3,2008/9/17,2008/9/17
2008/10/14,2008/10/14,2008/9/23,2008/10/6,2008/9/18,2008/9/18
2008/10/15,2008/10/15,2008/9/24,2008/10/8,2008/9/19,2008/9/19
2008/10/16,2008/10/16,2008/9/25,2008/10/9,2008/9/22,2008/9/22
2008/10/17,2008/10/17,2008/9/26,2008/10/10,2008/9/23,2008/9/23
2008/10/20,2008/10/20,2008/9/27,2008/10/13,2008/9/24,2008/9/24
2008/10/21,2008/10/21,2008/9/28,2008/10/14,2008/9/25,2008/9/25
2008/10/22,2008/10/22,2008/10/6,2008/10/15,2008/9/26,2008/9/26
2008/10/23,2008/10/23,2008/10/7,2008/10/16,2008/9/29,2008/9/29
2008/10/24,2008/10/24,2008/10/8,2008/10/17,2008/9/30,2008/9/30
2008/10/27,2008/10/27,2008/10/9,2008/10/20,2008/10/1,2008/10/1
2008/10/28,2008/10/28,2008/10/10,2008/10/21,2008/10/2,2008/10/2
2008/10/29,2008/10/29,2008/10/13,2008/10/22,2008/10/3,2008/10/3
2008/10/30,2008/10/30,2008/10/14,2008/10/23,2008/10/6,2008/10/6
2008/10/31,2008/10/31,2008/10/15,2008/10/24,2008/10/7,2008/10/7
2008/11/3,2008/11/3,2008/10/16,2008/10/27,2008/10/8,2008/10/8
2008/11/4,2008/11/4,2008/10/17,2008/10/28,2008/10/9,2008/10/9
2008/11/5,2008/11/5,2008/10/20,2008/10/29,2008/10/10,2008/10/10
2008/11/6,2008/11/6,2008/10/21,2008/10/30,2008/10/13,2008/10/13
2008/11/7,2008/11/7,2008/10/22,2008/10/31,2008/10/14,2008/10/14
2008/11/10,2008/11/10,2008/10/23,2008/11/3,2008/10/15,2008/10/15
2008/11/11,2008/11/11,2008/10/24,2008/11/4,2008/10/16,2008/10/16
2008/11/12,2008/11/12,2008/10/27,2008/11/5,2008/10/17,2008/10/17
2008/11/13,2008/11/13,2008/10/28,2008/11/6,2008/10/20,2008/10/20
2008/11/14,2008/11/14,2008/10/29,2008/11/7,2008/10/21,2008/10/21
2008/11/17,2008/11/17,2008/10/30,2008/11/10,2008/10/22,2008/10/22
2008/11/18,2008/11/18,2008/10/31,2008/11/11,2008/10/23,2008/10/23
2008/11/19,2008/11/19,2008/11/3,2008/11/12,2008/10/24,2008/10/24
2008/11/20,2008/11/20,2008/11/4,2008/11/13,2008/10/27,2008/10/27
2008/11/21,2008/11/21,2008/11/5,2008/11/14,2008/10/28,2008/10/28
2008/11/24,2008/11/24,2008/11/6,2008/11/17,2008/10/29,2008/10/29
2008/11/25,2008/11/25,2008/11/7,2008/11/18,2008/10/30,2008/10/30
2008/11/26,2008/11/26,2008/11/10,2008/11/19,2008/10/31,2008/10/31
2008/11/27,2008/11/27,2008/11/11,2008/11/20,2008/11/3,2008/11/3
2008/11/28,2008/11/28,2008/11/12,2008/11/21,2008/11/4,2008/11/4
2008/12/1,2008/12/1,2008/11/13,2008/11/24,2008/11/5,2008/11/5
2008/12/2,2008/12/2,2008/11/14,2008/11/25,2008/11/6,2008/11/6
2008/12/3,2008/12/3,2008/11/17,2008/11/26,2008/11/7,2008/11/7
2008/12/4,2008/12/4,2008/11/18,2008/11/27,2008/11/10,2008/11/10
2008/12/5,2008/12/5,2008/11/19,2008/11/28,2008/11/11,2008/11/11
2008/12/8,2008/12/8,2008/11/20,2008/12/1,2008/11/12,2008/11/12
2008/12/9,2008/12/9,2008/11/21,2008/12/2,2008/11/13,2008/11/13
2008/12/10,2008/12/10,2008/11/24,2008/12/3,2008/11/14,2008/11/14
2008/12/11,2008/12/11,2008/11/25,2008/12/4,2008/11/17,2008/11/17
2008/12/12,2008/12/12,2008/11/26,2008/12/5,2008/11/18,2008/11/18
2008/12/15,2008/12/15,2008/11/27,2008/12/8,2008/11/19,2008/11/19
2008/12/16,2008/12/16,2008/11/28,2008/12/9,2008/11/20,2008/11/20
2008/12/17,2008/12/17,2008/12/1,2008/12/10,2008/11/21,2008/11/21
2008/12/18,2008/12/18,2008/12/2,2008/12/11,2008/11/24,2008/11/24
2008/12/19,2008/12/19,2008/12/3,2008/12/12,2008/11/25,2008/11/25
2008/12/22,2008/12/22,2008/12/4,2008/12/15,2008/11/26,2008/11/26
2008/12/23,2008/12/23,2008/12/5,2008/12/16,2008/11/28,2008/11/28
2008/12/24,2008/12/24,2008/12/8,2008/12/17,2008/12/1,2008/12/1
2008/12/25,2008/12/25,2008/12/9,2008/12/18,2008/12/2,2008/12/2
2008/12/26,2008/12/26,2008/12/10,2008/12/19,2008/12/3,2008/12/3
2008/12/29,2008/12/29,2008/12/11,2008/12/22,2008/12/4,2008/12/4
2008/12/30,2008/12/30,2008/12/12,2008/12/23,2008/12/5,2008/12/5
2008/12/31,2008/12/31,2008/12/15,2008/12/24,2008/12/8,2008/12/8
2009/1/5,2009/1/5,2008/12/16,2008/12/29,2008/12/9,2008/12/9
2009/1/6,2009/1/6,2008/12/17,2008/12/30,2008/12/10,2008/12/10
2009/1/7,2009/1/7,2008/12/18,2008/12/31,2008/12/11,2008/12/11
2009/1/8,2009/1/8,2008/12/19,2009/1/2,2008/12/12,2008/12/12
2009/1/9,2009/1/9,2008/12/22,2009/1/5,2008/12/15,2008/12/15
2009/1/12,2009/1/12,2008/12/23,2009/1/6,2008/12/16,2008/12/16
2009/1/13,2009/1/13,2008/12/24,2009/1/7,2008/12/17,2008/12/17
2009/1/14,2009/1/14,2008/12/25,2009/1/8,2008/12/18,2008/12/18
2009/1/15,2009/1/15,2008/12/26,2009/1/9,2008/12/19,2008/12/19
2009/1/16,2009/1/16,2008/12/29,2009/1/12,2008/12/22,2008/12/22
2009/1/19,2009/1/19,2008/12/30,2009/1/13,2008/12/23,2008/12/23
2009/1/20,2009/1/20,2008/12/31,2009/1/14,2008/12/24,2008/12/24
2009/1/21,2009/1/21,2009/1/4,2009/1/15,2008/12/26,2008/12/26
2009/1/22,2009/1/22,2009/1/5,2009/1/16,2008/12/29,2008/12/29
2009/1/23,2009/1/23,2009/1/6,2009/1/19,2008/12/30,2008/12/30
2009/2/2,2009/2/2,2009/1/7,2009/1/20,2008/12/31,2008/12/31
2009/2/3,2009/2/3,2009/1/8,2009/1/21,2009/1/2,2009/1/2
2009/2/4,2009/2/4,2009/1/9,2009/1/22,2009/1/5,2009/1/5
2009/2/5,2009/2/5,2009/1/12,2009/1/23,2009/1/6,2009/1/6
2009/2/6,2009/2/6,2009/1/13,2009/1/29,2009/1/7,2009/1/7
2009/2/9,2009/2/9,2009/1/14,2009/1/30,2009/1/8,2009/1/8
2009/2/10,2009/2/10,2009/1/15,2009/2/2,2009/1/9,2009/1/9
2009/2/11,2009/2/11,2009/1/16,2009/2/3,2009/1/12,2009/1/12
2009/2/12,2009/2/12,2009/1/19,2009/2/4,2009/1/13,2009/1/13
2009/2/13,2009/2/13,2009/1/20,2009/2/5,2009/1/14,2009/1/14
2009/2/16,2009/2/16,2009/1/21,2009/2/6,2009/1/15,2009/1/15
2009/2/17,2009/2/17,2009/1/22,2009/2/9,2009/1/16,2009/1/16
2009/2/18,2009/2/18,2009/1/23,2009/2/10,2009/1/20,2009/1/20
2009/2/19,2009/2/19,2009/1/24,2009/2/11,2009/1/21,2009/1/21
2009/2/20,2009/2/20,2009/2/1,2009/2/12,2009/1/22,2009/1/22
2009/2/23,2009/2/23,2009/2/2,2009/2/13,2009/1/23,2009/1/23
2009/2/24,2009/2/24,2009/2/3,2009/2/16,2009/1/26,2009/1/26
2009/2/25,2009/2/25,2009/2/4,2009/2/17,2009/1/27,2009/1/27
2009/2/26,2009/2/26,2009/2/5,2009/2/18,2009/1/28,2009/1/28
2009/2/27,2009/2/27,2009/2/6,2009/2/19,2009/1/29,2009/1/29
2009/3/2,2009/3/2,2009/2/9,2009/2/20,2009/1/30,2009/1/30
2009/3/3,2009/3/3,2009/2/10,2009/2/23,2009/2/2,2009/2/2
2009/3/4,2009/3/4,2009/2/11,2009/2/24,2009/2/3,2009/2/3
2009/3/5,2009/3/5,2009/2/12,2009/2/25,2009/2/4,2009/2/4
2009/3/6,2009/3/6,2009/2/13,2009/2/26,2009/2/5,2009/2/5
2009/3/9,2009/3/9,2009/2/16,2009/2/27,2009/2/6,2009/2/6
2009/3/10,2009/3/10,2009/2/17,2009/3/2,2009/2/9,2009/2/9
2009/3/11,2009/3/11,2009/2/18,2009/3/3,2009/2/10,2009/2/10
2009/3/12,2009/3/12,2009/2/19,2009/3/4,2009/2/11,2009/2/11
2009/3/13,2009/3/13,2009/2/20,2009/3/5,2009/2/12,2009/2/12
2009/3/16,2009/3/16,2009/2/23,2009/3/6,2009/2/13,2009/2/13
2009/3/17,2009/3/17,2009/2/24,2009/3/9,2009/2/17,2009/2/17
2009/3/18,2009/3/18,2009/2/25,2009/3/10,2009/2/18,2009/2/18
2009/3/19,2009/3/19,2009/2/26,2009/3/11,2009/2/19,2009/2/19
2009/3/20,2009/3/20,2009/2/27,2009/3/12,2009/2/20,2009/2/20
2009/3/23,2009/3/23,2009/3/2,2009/3/13,2009/2/23,2009/2/23
2009/3/24,2009/3/24,2009/3/3,2009/3/16,2009/2/24,2009/2/24
2009/3/25,2009/3/25,2009/3/4,2009/3/17,2009/2/25,2009/2/25
2009/3/26,2009/3/26,2009/3/5,2009/3/18,2009/2/26,2009/2/26
2009/3/27,2009/3/27,2009/3/6,2009/3/19,2009/2/27,2009/2/27
2009/3/30,2009/3/30,2009/3/9,2009/3/20,2009/3/2,2009/3/2
2009/3/31,2009/3/31,2009/3/10,2009/3/23,2009/3/3,2009/3/3
2009/4/1,2009/4/1,2009/3/11,2009/3/24,2009/3/4,2009/3/4
2009/4/2,2009/4/2,2009/3/12,2009/3/25,2009/3/5,2009/3/5
2009/4/3,2009/4/3,2009/3/13,2009/3/26,2009/3/6,2009/3/6
2009/4/7,2009/4/7,2009/3/16,2009/3/27,2009/3/9,2009/3/9
2009/4/8,2009/4/8,2009/3/17,2009/3/30,2009/3/10,2009/3/10
2009/4/9,2009/4/9,2009/3/18,2009/3/31,2009/3/11,2009/3/11
2009/4/10,2009/4/10,2009/3/19,2009/4/1,2009/3/12,2009/3/12
2009/4/13,2009/4/13,2009/3/20,2009/4/2,2009/3/13,2009/3/13
2009/4/14,2009/4/14,2009/3/23,2009/4/3,2009/3/16,2009/3/16
2009/4/15,2009/4/15,2009/3/24,2009/4/6,2009/3/17,2009/3/17
2009/4/16,2009/4/16,2009/3/25,2009/4/7,2009/3/18,2009/3/18
2009/4/17,2009/4/17,2009/3/26,2009/4/8,2009/3/19,2009/3/19
2009/4/20,2009/4/20,2009/3/27,2009/4/9,2009/3/20,2009/3/20
2009/4/21,2009/4/21,2009/3/30,2009/4/14,2009/3/23,2009/3/23
2009/4/22,2009/4/22,2009/3/31,2009/4/15,2009/3/24,2009/3/24
2009/4/23,2009/4/23,2009/4/1,2009/4/16,2009/3/25,2009/3/25
2009/4/24,2009/4/24,2009/4/2,2009/4/17,2009/3/26,2009/3/26
2009/4/27,2009/4/27,2009/4/3,2009/4/20,2009/3/27,2009/3/27
2009/4/28,2009/4/28,2009/4/7,2009/4/21,2009/3/30,2009/3/30
2009/4/29,2009/4/29,2009/4/8,2009/4/22,2009/3/31,2009/3/31
2009/4/30,2009/4/30,2009/4/9,2009/4/23,2009/4/1,2009/4/1
2009/5/4,2009/5/4,2009/4/10,2009/4/24,2009/4/2,2009/4/2
2009/5/5,2009/5/5,2009/4/13,2009/4/27,2009/4/3,2009/4/3
2009/5/6,2009/5/6,2009/4/14,2009/4/28,2009/4/6,2009/4/6
2009/5/7,2009/5/7,2009/4/15,2009/4/29,2009/4/7,2009/4/7
2009/5/8,2009/5/8,2009/4/16,2009/4/30,2009/4/8,2009/4/8
2009/5/11,2009/5/11,2009/4/17,2009/5/4,2009/4/9,2009/4/9
2009/5/12,2009/5/12,2009/4/20,2009/5/5,2009/4/13,2009/4/13
2009/5/13,2009/5/13,2009/4/21,2009/5/6,2009/4/14,2009/4/14
2009/5/14,2009/5/14,2009/4/22,2009/5/7,2009/4/15,2009/4/15
2009/5/15,2009/5/15,2009/4/23,2009/5/8,2009/4/16,2009/4/16
2009/5/18,2009/5/18,2009/4/24,2009/5/11,2009/4/17,2009/4/17
2009/5/19,2009/5/19,2009/4/27,2009/5/12,2009/4/20,2009/4/20
2009/5/20,2009/5/20,2009/4/28,2009/5/13,2009/4/21,2009/4/21
2009/5/21,2009/5/21,2009/4/29,2009/5/14,2009/4/22,2009/4/22
2009/5/22,2009/5/22,2009/4/30,2009/5/15,2009/4/23,2009/4/23
2009/5/25,2009/5/25,2009/5/4,2009/5/18,2009/4/24,2009/4/24
2009/5/26,2009/5/26,2009/5/5,2009/5/19,2009/4/27,2009/4/27
2009/5/27,2009/5/27,2009/5/6,2009/5/20,2009/4/28,2009/4/28
2009/6/1,2009/6/1,2009/5/7,2009/5/21,2009/4/29,2009/4/29
2009/6/2,2009/6/2,2009/5/8,2009/5/22,2009/4/30,2009/4/30
2009/6/3,2009/6/3,2009/5/11,2009/5/25,2009/5/1,2009/5/1
2009/6/4,2009/6/4,2009/5/12,2009/5/26,2009/5/4,2009/5/4
2009/6/5,2009/6/5,2009/5/13,2009/5/27,2009/5/5,2009/5/5
2009/6/8,2009/6/8,2009/5/14,2009/5/29,2009/5/6,2009/5/6
2009/6/9,2009/6/9,2009/5/15,2009/6/1,2009/5/7,2009/5/7
2009/6/10,2009/6/10,2009/5/18,2009/6/2,2009/5/8,2009/5/8
2009/6/11,2009/6/11,2009/5/19,2009/6/3,2009/5/11,2009/5/11
2009/6/12,2009/6/12,2009/5/20,2009/6/4,2009/5/12,2009/5/12
2009/6/15,2009/6/15,2009/5/21,2009/6/5,2009/5/13,2009/5/13
2009/6/16,2009/6/16,2009/5/22,2009/6/8,2009/5/14,2009/5/14
2009/6/17,2009/6/17,2009/5/25,2009/6/9,2009/5/15,2009/5/15
2009/6/18,2009/6/18,2009/5/26,2009/6/10,2009/5/18,2009/5/18
2009/6/19,2009/6/19,2009/5/27,2009/6/11,2009/5/19,2009/5/19
2009/6/22,2009/6/22,2009/5/31,2009/6/12,2009/5/20,2009/5/20
2009/6/23,2009/6/23,2009/6/1,2009/6/15,2009/5/21,2009/5/21
2009/6/24,2009/6/24,2009/6/2,2009/6/16,2009/5/22,2009/5/22
2009/6/25,2009/6/25,2009/6/3,2009/6/17,2009/5/26,2009/5/26
2009/6/26,2009/6/26,2009/6/4,2009/6/18,2009/5/27,2009/5/27
2009/6/29,2009/6/29,2009/6/5,2009/6/19,2009/5/28,2009/5/28
2009/6/30,2009/6/30,2009/6/8,2009/6/22,2009/5/29,2009/5/29
2009/7/1,2009/7/1,2009/6/9,2009/6/23,2009/6/1,2009/6/1
2009/7/2,2009/7/2,2009/6/10,2009/6/24,2009/6/2,2009/6/2
2009/7/3,2009/7/3,2009/6/11,2009/6/25,2009/6/3,2009/6/3
2009/7/6,2009/7/6,2009/6/12,2009/6/26,2009/6/4,2009/6/4
2009/7/7,2009/7/7,2009/6/15,2009/6/29,2009/6/5,2009/6/5
2009/7/8,2009/7/8,2009/6/16,2009/6/30,2009/6/8,2009/6/8
2009/7/9,2009/7/9,2009/6/17,2009/7/2,2009/6/9,2009/6/9
2009/7/10,2009/7/10,2009/6/18,2009/7/3,2009/6/10,2009/6/10
2009/7/13,2009/7/13,2009/6/19,2009/7/6,2009/6/11,2009/6/11
2009/7/14,2009/7/14,2009/6/22,2009/7/7,2009/6/12,2009/6/12
2009/7/15,2009/7/15,2009/6/23,2009/7/8,2009/6/15,2009/6/15
2009/7/16,2009/7/16,2009/6/24,2009/7/9,2009/6/16,2009/6/16
2009/7/17,2009/7/17,2009/6/25,2009/7/10,2009/6/17,2009/6/17
2009/7/20,2009/7/20,2009/6/26,2009/7/13,2009/6/18,2009/6/18
2009/7/21,2009/7/21,2009/6/29,2009/7/14,2009/6/19,2009/6/19
2009/7/22,2009/7/22,2009/6/30,2009/7/15,2009/6/22,2009/6/22
2009/7/23,2009/7/23,2009/7/1,2009/7/16,2009/6/23,2009/6/23
2009/7/24,2009/7/24,2009/7/2,2009/7/17,2009/6/24,2009/6/24
2009/7/27,2009/7/27,2009/7/3,2009/7/20,2009/6/25,2009/6/25
2009/7/28,2009/7/28,2009/7/6,2009/7/21,2009/6/26,2009/6/26
2009/7/29,2009/7/29,2009/7/7,2009/7/22,2009/6/29,2009/6/29
2009/7/30,2009/7/30,2009/7/8,2009/7/23,2009/6/30,2009/6/30
2009/7/31,2009/7/31,2009/7/9,2009/7/24,2009/7/1,2009/7/1
2009/8/3,2009/8/3,2009/7/10,2009/7/27,2009/7/2,2009/7/2
2009/8/4,2009/8/4,2009/7/13,2009/7/28,2009/7/6,2009/7/6
2009/8/5,2009/8/5,2009/7/14,2009/7/29,2009/7/7,2009/7/7
2009/8/6,2009/8/6,2009/7/15,2009/7/30,2009/7/8,2009/7/8
2009/8/7,2009/8/7,2009/7/16,2009/7/31,2009/7/9,2009/7/9
2009/8/10,2009/8/10,2009/7/17,2009/8/3,2009/7/10,2009/7/10
2009/8/11,2009/8/11,2009/7/20,2009/8/4,2009/7/13,2009/7/13
2009/8/12,2009/8/12,2009/7/21,2009/8/5,2009/7/14,2009/7/14
2009/8/13,2009/8/13,2009/7/22,2009/8/6,2009/7/15,2009/7/15
2009/8/14,2009/8/14,2009/7/23,2009/8/7,2009/7/16,2009/7/16
2009/8/17,2009/8/17,2009/7/24,2009/8/10,2009/7/17,2009/7/17
2009/8/18,2009/8/18,2009/7/27,2009/8/11,2009/7/20,2009/7/20
2009/8/19,2009/8/19,2009/7/28,2009/8/12,2009/7/21,2009/7/21
2009/8/20,2009/8/20,2009/7/29,2009/8/13,2009/7/22,2009/7/22
2009/8/21,2009/8/21,2009/7/30,2009/8/14,2009/7/23,2009/7/23
2009/8/24,2009/8/24,2009/7/31,2009/8/17,2009/7/24,2009/7/24
2009/8/25,2009/8/25,2009/8/3,2009/8/18,2009/7/27,2009/7/27
2009/8/26,2009/8/26,2009/8/4,2009/8/19,2009/7/28,2009/7/28
2009/8/27,2009/8/27,2009/8/5,2009/8/20,2009/7/29,2009/7/29
2009/8/28,2009/8/28,2009/8/6,2009/8/21,2009/7/30,2009/7/30
2009/8/31,2009/8/31,2009/8/7,2009/8/24,2009/7/31,2009/7/31
2009/9/1,2009/9/1,2009/8/10,2009/8/25,2009/8/3,2009/8/3
2009/9/2,2009/9/2,2009/8/11,2009/8/26,2009/8/4,2009/8/4
2009/9/3,2009/9/3,2009/8/12,2009/8/27,2009/8/5,2009/8/5
2009/9/4,2009/9/4,2009/8/13,2009/8/28,2009/8/6,2009/8/6
2009/9/7,2009/9/7,2009/8/14,2009/8/31,2009/8/7,2009/8/7
2009/9/8,2009/9/8,2009/8/17,2009/9/1,2009/8/10,2009/8/10
2009/9/9,2009/9/9,2009/8/18,2009/9/2,2009/8/11,2009/8/11
2009/9/10,2009/9/10,2009/8/19,2009/9/3,2009/8/12,2009/8/12
2009/9/11,2009/9/11,2009/8/20,2009/9/4,2009/8/13,2009/8/13
2009/9/14,2009/9/14,2009/8/21,2009/9/7,2009/8/14,2009/8/14
2009/9/15,2009/9/15,2009/8/24,2009/9/8,2009/8/17,2009/8/17
2009/9/16,2009/9/16,2009/8/25,2009/9/9,2009/8/18,2009/8/18
